2800	AIR FLOW COMPANY INC.	850 WEST FULLERTON AVENUE		ADDISON,	IL	60101-3305	630 628 1138	630 628 1149	PHILLIP                                sjm	T.L. HOLTZINGER	MIKE NORTON			SHIP ALL ORDER PPD                    3/01SM	
2850	AIR FLOW HEATING COMPANY	2244 WEST 29TH AVENUE		DENVER,	CO	80211	303 477 1644	303 477 2048	KEN MCCALLUM                             TE	T.L. HOLTZINGER	MIKE NORTON				
3050	AIR MASTERS CORPORATION	1055 CASSENS IND.CT.		FENTON	MO	63026	636 680 2100	636 680 2202					SEE SM FOR DUCT PRICING !!! 01/03 SM		
3100	AIR MECHANICAL, INC.	1914 4TH AVENUE N.W.		WEST FARGO	ND	58078	701 234 9596	701 232 0447	DAVID NORSTOG                            JH	FRED WALLOCK	TODD SJOTHUN  c:701-361-9659	Scott		PREPAY AND ADD 3/20/00 TLE                  ** NO MIDWEST MOTOR **	
3550	AIR SYSTEMS SHEET METAL	111 12TH STREET WEST	PO BOX 9426	HUNTINGTON	WV	25704	304 529 3363	304 529 6121					MUST HAVE PO# 9/98 JM                       Sold 5" S.S.90 DIEFORM K.D.$24.00 11/16		
3650	AIR TEMP SERVICES INC	5301 VOGES ROAD		MADISON	WI	53718	608 257 2600	608 838 6821	MATT				HAS OWN SPIRAL PIPE MACHINE UPTO 46"RD ALSO DOES A LOT OF WORK WITH LINDAB GK 7/03		
3750	AIRCON ENGINEERING INC	8702 CASTLE PARK DRIVE	PO BOX 50174	INDIANAPOLIS	IN	46250	317 842 6292	317 842 6761	rick				*** MUST USE ROADWAY TRUCKING CO.                         03/28/01-JWS	ROADWAY 7/98 TE                             DO NOT USE AMERICAN FRT. 3/00 TLE	
4150	ALBANY STEEL & BRASS CORP	1900 WEST GRAND AVENUE		CHICAGO,	IL	60622	312 733 1900	312 733 4902	DEAN RADTKE	RICHARD HANSON				ALL SHIPMENTS 150 LBS OR LESS SHIP UPS      COLLECT.  USE ACCT;# 610543 ALBANY STEEL    WILL BE BILLED BY UPS. 9/98 JM	
4200	ALBERS SHT MTL & VENT INC	200 PLATO AVE W		ST PAUL	MN	55107-2045	651 224 5428	651 224 1742	GEORGE ALBERS OWNER	CHUCK ALBERS PRES.	LARRY PETERSON SHOP FOREMAN	JIM	ROGER PETERSON CELL: 651-707-2354   ALL     ORDERS MUST HAVE A PO AND JOB NUMBER!!!     7/15/08  DLH		
4250	ALDAG/HONOLD MECH INC	3509 SOUTH BUSINESS DRIVE	PO BOX 1265	SHEBOYGAN	WI	53082-1265	920 458 5558	920 458 3750	DAVE BURBANK	HARLAN OBERG	KEN ALDAG			UPS ONLY 9/98 JM	
4350	ALEXANDRIA WINNELSON	COMPANY 714	P.O. BOX 1127	DAYTON	OH	45401-1127	320 763 2828	320 763 7101	DAVE BURBANK	HARLAN OBERG					
4400	ALL AMERICAN SUPPLY	301 EUBANK S.E.		ALBUQUERQUE,	NM	87123	505 299 7655	505 292 2495	BUDDY BUZZARD						
4450	ALL FACETS SHEET METAL	2800 LARSON STREET		LA CROSSE	WI	54603	608 781 4670	608 781 4728	JOE MEYERS						
4550	ALL SEASON HTG.& COOLING	798 CEDAR CROSS ROAD		DUBUQUE,	IA	52003	563 582 8884	563 582 6563	BILL SWANGLER	Fred (fld frm) 563-543-3330	JOE			DO NOT SHIP VIA S&D. 9/98 JM	
4600	ALLAN MECHANICAL INC.	7875 FULLER ROAD		EDEN PRAIRIE,	MN	55344	952 934 3999	952 241 8400		Mark Murphy cell 612-490-2636	ELMER WEDEL - OWNER PARTNER		Jeff Sand- Shop                             Dave P. cell# 612-490-2637		
4700	ALLIANCE AIR CONDITIONING	    AND HEATING, INC.	20800 HUBBELL	OAK PARK,	MI	48237-3003	248 968 7400	248 968 6620	                                          CM	RON	Dennis		SEE TLE- CARTON QTY DISC.-10%  7/04 TLE		
4850	ALLIED MECHANICAL /	    ALLIED SHEET METAL	3100 ALLIED INDUS DR	JACKSON,	MI	49201-8746	517 784 8534	0 0000	BILL STEUSLOFF	ROBERT BEER	GREG KERR	OWES 47.52 DISC 9/94			
5050	ALTA/CLEARWATER PLB & HTG	19260 MUSHTOWN RD 7		PRIOR LAKE	MN	55963	952 440 3779	952 440 1740	PHILLIP GRENDAHL	Mike   c:952-994-7978					
5100	ALTHOFF INDUSTRIES	8001 SOUTH ROUTE 31		CRYSTAL LAKE,	IL	60014	815 455 7000	815 455 9375	RICK                                     CM	JIM HAHN	JEANNIE		MUST HAVE PO#, NO ADD-ONS ALLOWED MUST GET ANEW PO#.  9/98 JM                                                                       ***QUOTE ASAP, IS TURNING JOBS FAST***    RB		
5200	AMBER MECHANICAL CONTR.	11950 SOUTH CENTRAL AVE.	DELIVERY TIME 7AM-1PM	ALSIP,	IL	60803-3402	708 597 9700	708 597 5875	RICK                                     CM	FRANK		NOTE ALL SALES TAX EXEMPT JOBS ON BLUE!1/04	MUST HAVE PO#, NO ADD-ONS ALLOWED MUST GET ANEW PO#.  9/98 JM                           MUST SHIP PRE PAID 8/00 GK                  ALL ORDERS MUST HAVE JOB NAME PUT ON THEM -		
5300	AMERICAN ENGINEERING	3 WEST COLLEGE DRIVE		ARLINGTON HTS,	IL	60004	847 398 7300	847 398 0688	                                          SM						
5400	AMERICAN INDOOR ENV.LLC	727 WEST GLENDALE AVENUE		MILWAUKEE	WI	53209	608 831 6537	608 836 6801	RON ACKER                                JH	STEVE CRUSE	GENE MLSNA  608-836-4413 ext 107		JH ACCOUNT	3502 W Beltline Hwy 4/03 jah	
5450	AMERICAN METALS SUPPLY CO	PO BOX 13483		SPRINGFIELD	IL	62791-3483	217 483 5511	217 483 1120	FENTON MO 636-349-5560 FAX 636-349-6534				Chrissy Nardini - VP                        Jim Morton - VP Sales		
5600	ANDERSON BROTHERS INC	2600 HWY 30 E ROVAR PK#8	PO BOX 159	KEARNEY	NE	68848	308 236 6437	308 237 5614	All orders must have a P.O. Number!  dlh	8/28/06					
5700	ANDOR INC	9 NORTH MAPLE		WATERTOWN	SD	57201	605 886 2457	605 886 3141	ALAN TACKERT                              JH					SHIP VIA S.D.EXPRESS	
5900	APOLLO HTG. & VENT. CORP.	6510 HWY. 36 BLVD. NORTH		OAKDALE	MN	55128	651 770 0603	651 770 1936	JOE CERNEY	JIM BUCK	BOB SLUSS	DICK WECKER			
6000	APPLEGATE HEATING AND	AIR CONDITIONING, INC.	485 EAST SOUTH STREET	JACKSON,	MI	49203	517 783 2646	517 783 3914	JEFF MERRIGAN	DICK KETCHEL		Gary Meyers buyer	BLANKET PO TO BE USED FOR ALL ORDERS FOR    2007 - # 346 - DLH 1/30/2007	138 JACKSON PLAZA PH # 734/669-9200	
6100	ARNESON INC	113 2ND AVENUE SW	PO BOX 1554	JAMESTOWN	ND	58401-4105	701 252 2910	701 252 3517	DON WALICSKI	GLEN BERNDT					
6150	ARNOLD-BROWN MTL.& SUPPLY	3100 3RD AVENUE SOUTH		BIRMINGHAM,	AL	35233	205 324 4421	205 252 4421	                                          JM	KEVIN HORTON - JO					
6300	ASDCO / DIV. OF JAMAR CO.	4701 MIKE COLALILLO DRIVE		DULUTH,	MN	55807	218 628 1027	218 628 1174	LOUIE POUFALL FIELD FOREMAN 218-591-4716	RUSS BECKER	CHAD EST.	JOE KOLADGE  218-348-8558	Lyle 218-391-6834                           Mike Giese 218-390-9301                     Scott Drennan 218-590-7411                  Greg Carlson - PM	Luke Thibault  c:218-393-2005               Jon Sanders c-218-390-8386                  Jim Pasco c:218-428-7520	
6350	ASSOCIATED DEALERS	3201 WALNUT STREET		DENVER	CO	80205-2328	303 292 4440	303 292 4443	VICTORIA BURCIAGA                        JM	Charlie (Purchasing)                     JPO					
6400	ASSOCIATED MECH CONTR INC	1257 MARSCHALL ROAD #104	PO BOX 237	SHAKOPEE	MN	55379	952 445 5100	952 445 5119	TOM MOORE(OWNER)              JH	GREGG VOSS SUPER. 612-363-0477	DON HOVER EST.	tom driver 363-0449	Don Larson                                  MUST HAVE PO#  9/98 JM.	JEFF SAND   SHOP FOREMAN	
6700	AUTOMATIC ENVIRONMENTAL	     SYSTEMS, INC.	775 NORTH MADISON	ROCKFORD,	IL	61107	815 968 9237	815 968 9582	Mike		.				
6750	AZCO, INC.	PO BOX 567		APPLETON	WI	54912-0567	920 734 5791	920 734 7432							
6800	B & B SHEET METAL	2815 SO 26TH		LA CROSSE	WI	54601	608 788 7236	608 788 2745	KEN BAGNIEFSKI						
6900	B. AND F. INC	P.O. BOX 1365		SIOUX FALLS	SD	57101-1365	605 336 3868	0 0000	DICK M				FAX TO THEIR BANK 605-335-5274		
6950	B & H HEATING	583 VALLEY DRIVE		RAPID CITY,	SD	57703	605 341 3489	605 341 8792	CHARLES HAMMERQUAST						
7000	B & H MECHANICAL INC			LAS CRUCES	NM	88004-1956	575 524 3759	575 526 2599	MARK ELLIS                               JH	DONALD BLACK					
7100	B H W SHEET METAL CO	113 JOHNSON STREET	PO BOX 995	JONESBORO	GA	30237	770 471 9303	770 478 7923							
7200	B & P MECHANICAL	3200 WEST HIGHVIEW DRIVE	PO BOX 2002	APPLETON	WI	54912-2002	920 733 3303	920 733 9319	ED                                        JH	TOM H.  CELL 920-716-3179	DAN			**Prepaid** JAH 12/11/00	
7300	B T U HEATING & COOLING	341 OXFORD STREET	PO BOX 605	WORTHINGTON	MN	56187	507 376 6966	507 376 6668	HARDY BOOTS	JIM THILL				SHIP VIA S.W.EXPRESS	
7350	B T U MANAGEMENT INC.	534 LA CROSSE STREET		MAUSTON,	WI	53948	608 847 4600	608 847 2257	CRAIG						
7450	BACHE ENTERPRISES	2775 PACIFIC DRIVE		NORCROSS	GA	30071-1805	770 449 0680	770 263 7602	LARRY DOUGLAS   FAX 770-263-7602	WILLARD BACHMAN	RAYMOND JAMISON				
7650	BAETE-FORSETH HVAC	P.O. BOX 84008		SIOUX FALLS	SD	57118-4008	605 336 0545	605 336 0629	ROB DEWIT / ART DEWIT                     JH	DAMON DEWIT (BROOKINGS,SD) 605-692-5727	ART DEWIT	MARK   C# 605-940-2828	MUST HAVE PO#                                  NO FRIDAY DELIV.                         UPS DELIVERS IN AM.DO NOT USE SPEE-DEE GJK	NO FRIDAY DELIVERY                          Brookings PH # 605/692-5727-	
7800	BALCO SERVICES INC.	N961 TOWER VIEW DRIVE		GREENVILLE,	WI	54942-8684	920 757 6578	920 757 6504	 MIKE BENING 920-378-1442       EXT 222	DICK MULROY	DAN CANNON				
7850	BAMFORD INC	PO BOX 1868		KEARNEY	NE	68848	308 237 2157	308 237 4607	TOM DAVOLT	RAY					
8000	BARNES & DODGE INC.	316 SHAWNEE AVENUE		KANSAS CITY	KS	66105	913 321 6444	913 321 2148	SKIP PHELPS				Bought Spiral Machine - 5-10 JO		
8050	WESLEY A. BARNES COMPANY	3088 TALLMAN ROAD		SAVANNAH,	NY	13146	315 365 3432	315 365 3746	WESLEY BERNES	ERNESTINE BARNES					
8350	BASSETT MECHANICAL	ATTN:  AP DEPT 287	PO BOX 7000	KAUKAUNA	WI	54130-7000	920 759 2500	920 759 2501	JON BEHLING       FAX 920-759-2526 DIRECT	CHUCK WILZ	PAUL VANDERHEYDEN	JEFF  DAVE  JERRY R.	PPD & ADD FREIGHT	PPD & ADD FREIGHT	
8400	BAUERNFEIND GOEDTEL	15760 ACORN TRAIL STE #2	PO BOX 278	FARIBAULT	MN	55021	507 334 7951	507 334 8790	CHAD MERRITT EST. CELL #507-291-0491	TIM HAGER  SM EST.			ASSEMBLE ALL ELBOWS  GK 11/22/00            MC DONOUGH OR UPS ONLY  12/00		
8450	BAY MECHANICAL &	ELECTRICAL CORPORATION	2221 WEST PARK DRIVE	LORAIN	OH	44053-1197	440 282 6816	440 282 1544							
8600	BEATRICE MECH SERV INC	2403 CENTENNIAL DRIVE	PO BOX 6	BEATRICE	NE	68310	402 223 5663	402 228 1896							
9000	BELLE ENGINEERING INC.	26 W 161 PLANK ROAD		NAPERVILLE,	IL	60564-3359	630 305 6800	630 305 6806	BOB WOLF						
9400	BERGLUND HEATING, SHTMTL	    & ROOFING	5099 THEATER LANE NW	BEMIDJI	MN	56601	218 444 0280	218 444 0284							
9450	BERGLUND SHEET METAL	10210 DENNIS DRIVE		URBANDALE,	IA	50322	515 276 4588	515 276 2529	GREG		Bill Johnson c- 515-360-2800		** SHIP PREPAID **  4/05 jah	** SHIP PREPAID **  4/05 jah                CELL GREG 515-360-5996	
9500	BERKNERS PLBG & HEATING	509 US HIGHWAY 12	PO BOX 68	ORTONVILLE	MN	56278	320 839 3234	320 839 3234							
9600	E.R. BERWALD ROOFING CO.	2440 NORTH CHARLES STREET		NORTH ST PAUL	MN	55109	651 777 7411	651 777 1371							
9700	BIGGERSTAFF PLBG. & HTG.	3605 NORTH 40TH		LINCOLN,	NE	68504	402 466 8118	402 466 0684	                                        BILL	Dennis					
9800	BINDER HTG & A/C. INC.	222 HARDMAN AVENUE NORTH		SOUTH ST. PAUL,	MN	55075	651 457 8781	651 457 7116	RICHARD BINDER	Joe Hennan cell #612-685-6774 GK 5/18/05					
9850	BINGHAMTON HDWR CO INC	101 ELDREDGE STREET	PO BOX 927	BINGHAMTON	NY	13902	607 723 5396	607 722 5266	DIANE REID	ROBERT REID	TIMOTHY KEYES	CRAIG MELLEN			
9950	BISBEE PLBG & HTG CO	PO BOX 3		MARSHALL	MN	56258	507 537 0596	507 537 1431	JACK MEAD				ORDERS MUST HAVE A P.O. NUMBER !!! 2/09 SM		
10200	BLOOMINGTON HEATING &	AIR CONDITIONING, INC.	630 WEST 92ND STREET	BLOOMINGTON,	MN	55420-3517	952 884 3552	0 0000							
10350	BODHOLDT BROTHERS	1806 EAST RICHLAND	PO BOX 250	STORM LAKE	IA	50588	712 732 6304	712 732 4476				               7127326			
10500	LARRY BOESER INC	8687 EAGLE POINT BLVD		LAKE ELMO	MN	55042	612 378 1803	612 378 2604	NEW PHONE NUMBER 612-782-0631	LARRY BOESER OWNER	BILL BOESER SHOP FOREMAN	PETE WILL CALL			
10800	BONLAND INDUSTRIES INC	50 NEWARK-POMPTON TRNPIKE	PO BOX 200	WAYNE	NJ	07470	973 694 3211	973 628 1120	GARY L. BOURNE                          JH	RIAN BASALA			CRATE RANGLE-IN A GOOD CRATE	SHIP VIA ABF FREIGHT ONLY. 9/98 JM          CRATE RANGLE IN A GOOD CRATE	
10950	BOSTROM SHEET METAL	731 HAMPDEN AVENUE		ST PAUL	MN	55114	651 646 7475	651 646 8081	KELLY SUMMERVILLE 11                     BIL	BOB VRANICAR  10	MIKE LOUISMET	RON CONNOLLY	GREG SEABICK EX.15		
11400	WILLIAM H BRADY CO INC	339 BLUEBALL ROAD	PO BOX 36	ELKTON	MD	21922-0036	410 398 4770	410 392 6165	William Brady - Owner	Jim Brady - Owner Purchaser					
11650	JM BRENNAN INC	2101 WEST ST PAUL AVE	PO BOX 2127	MILWAUKEE	WI	53201	414 342 3829	414 342 3209	JOHN HASMUK                               SM	Scott			Make sure this is the right company and the order is not for Brenner in Milwaukee!!!		
11700	BRENNER CORPORATION	2344 SO BURRELL		MILWAUKEE	WI	53207	414 482 2500	414 482 1918	DEAN				Make sure this is the right company and thatthe order is not for J.M. Brennan in        Milwaukee!!		
11900	BROCKWAY COMPANY	1104 GNAHN STREET	PO BOX 744	BURLINGTON	IA	52601	319 754 7541	319 754 7632	                                          CM	Randy Samberg ext.127					
11950	BROCKWAY MECH & ROOF CO	1025 OSBORN	PO BOX 1190	BURLINGTON	IA	52601	319 753 2753	319 753 1662	MARK BROCKWAY                             SM	SHERRI GORREL	GREG LANDESS		ALL ORDERS MUST HAVE P.O. NUMBER - DO NOT   PROCESS ANY ORDERS WITHOUT ONE!! dlh 3/26/01PRE PAY FRT ON ALL ORDERS 7/16/04           ** ZIP CODE IS O.K. **	Grimes,IA Office 515-986-5411	
12000	BRODIN SHEET METAL	1902 HWY 32 SOUTH		THIEF RIVR FALL	MN	56701	218 681 4433	218 681 4443	JOHN TOFTE                                SM	CARL CLARK				NEVER USE WINTER PER JOHN TOFTE GK 4/04	
12050	BROGAN HEATING & A/C	5315 COUNTRY CLUB ROAD		ROCHESTER	MN	55901	507 289 0124	507 289 7475	ROXANNE STEWART                           SM	DAVE HOLLAND	CRAIG BROGAN	TOM BROGAN	MAYO CLINIC JOBS ARE NON-TAXABLE            USE SHIP TO #2 AT LINE 13 IN ORDER ENTRY	SHIP VIA ORONOCO. 9/98 JM	
12350	BROWN PRINTING COMPANY	ATTENTION: ACCTS PAYABLE	PO BOX 1549	WASECA	MN	56093	507 835 2410	507 835 0115	SHAWN BROWN	SAM BROWN				call P.T.S. to arrange 3rd party trucking   800-333-2338 sm 3/99	
12500	BRYAN LGH MEDICAL CENTER	ATTN: ACCOUNTS PAYABLE	1600 SOUTH 48TH	LINCOLN,	NE	68506-1299	402 483 3575	0 0000							
12550	BRYANT A/C & HEATING CO.	5401 CORNHUSKER HWY		LINCOLN	NE	68504	402 467 1111	402 467 1249	DELOY STARK						
12600	BUCHHOLZ HEATING & APPL.	1106 LAKE AVENUE WEST		LADYSMITH,	WI	54848	715 532 6551	715 532 3923	LARRY KRAMER		FAX MACHINE @ ANOTHER	LOCATION			
13300	C & C PLUMBING	MILLER SHEET METAL	3808 BURDICK EXPRS E.	MINOT,	ND	58701	701 839 4510	701 852 0933							
13350	C C I MECHANICAL	758 SOUTH REDWOOD ROAD		SALT LAKE CITY	UT	84104	801 973 9000	801 975 7204	DAN JOHNSON	GENNY	CASS	JEFF / JOE	SHIP PPD ON ALL ORDERS	PPD ALL ORDERS	
13450	CDP ENVIRONMENTAL INC.	16517 EASTLAND		ROSEVILLE,	MI	48066	586 776 7890	586 776 9710	TED THOMAS, JR.                           JM	JULIE E. THOMAS			Only buys hammerlock	DO NOT SHIP VIA TNT HOLLAND 9/98 JM                         OR OLD DOMINION 4/99 JAH	
13500	C & K HTG A/C  & PLBG	2222 EDISON AVENUE	PO BOX 1787	AMES	IA	50010	515 233 1175	515 232 0433	JOHN WEISS SR.	SCOTT STEPHAN			All orders must have Purchase Order #!!     Zip code is o.k. sm		
13700	CAL AIR CONDITIONING CO.	12393 SLAUSON AVENUE		WHITTIER,	CA	90606	562 698 8301	562 693 4075	    JIM       MILLER				THERE ARE FOUR CAL-AIR'S - BE SURE YOU HAVE THE CORRECT ONE!! 8/28/01 (DLH)  MUST HAVE  PO# & JOB#  9/98 JM	PREPAY & ADD FREIGHT  9/98 JM	
13750	CAMBLIN MECHANICAL INC	307 CHESTNUT STREET	PO BOX 520	ATLANTIC	IA	50022	712 243 1535	712 243 1578	                                          JH					Ship all orders prepaid & add  9/8/99 DLH	
13800	CANALES SHEETMETAL AND	    WELDING, INC.	1306 EAST FM 580	LAMPASAS,	TX	76550	512 556 8613	512 556 8565				               3156224	All orders to ship prepaid and add - dlh    1/26/06	All orders to ship prepaid and add - dlh    1/26/06	
13950	CAPITOL MECHANICAL INC.	3444 CAPITOL DRIVE	P.O. BOX 670	SUN PRAIRIE	WI	53590	608 241 9342	608 837 0278	MIKE PHARO	JON BROWN			MAKE SURE ORDER IS FOR THIS ACCOUNT AND NOT CAPITOL CITY IN SUN PRAIRIE!!                                                           *** MUST FAX ALL ORDERS / NO EXCEPTIONS ***		
14100	CAREY & WALSH INC	529 NORTH STATE ROAD	PO BOX M	BRIARCLIFF MANR	NY	10510	914 762 9600	914 762 1814							
14150	CARGILL HTG & A/C CO INC	1329 INTERCHANGE PLACE	PO BOX 504	LA CROSSE	WI	54602-0504	608 782 2630	608 785 1255	MIKE GALSTAD					Ship Dotseth as she needs to have some      leverage to get their past due freight paid-be sure to ship collect!!  1/8/02   dlh	
14250	C.O. CARLSON CO.	3449 2ND STREET NORTH		MPLS	MN	55412	521 7694	612 521 4154	TOM LINDSKOG OWNER	NORM ATKINS EST.Cell #612-644-8540				eric 612-644-8549	
14550	CASSIDY MECHANICAL	1274 MARION ROAD S.E.		ROCHESTER,	MN	55904	507 282 1586	507 282 8043	MARK                       CM						
14600	CATES S/M INDUSTRIES INC	15555 WEST 108TH STREET		LENEXA,	KS	66219	913 438 9911	913 438 9920	CHARLES CATLEDGE	CORINE FRIZZELL	JOHN SULLIVAN		MUST HAVE PO#  9/98 JM		
14750	CENTRAIRE INC.	7402 WASHINGTON AVENUE		EDEN PRAIRIE	MN	55344	952 941 1044	952 941 1967	GERALD SHORTT                             CM	LEE SEURER OWNER 952-994-7957	DAN SHOP FOREMAN		HOOP HANGERS ONLY !!!!!!!		
14800	CENTRAL AIR COND CO	3435 WEST HARRY	PO BOX 3059	WICHITA	KS	67201	316 945 0797	316 945 3174							
14900	CENTRAL IOWA MECHANICAL	204 S.W. 2ND STREET		DES MOINES	IA	50309	515 243 8126	515 243 1804	                                          JH	Larry Goode			must have freight quotes on all quotations  TL 1/18/07	SHIP ALL ORDERS PPD & ADD PER JIM	
14950	CENTRAL MECH. CONST. CO.	P.O. BOX 1063		MANHATTAN	KS	66505	785 537 2437	785 537 2491	DAVE KOCH	KEVIN SCHMIDT	KEVIN GUTHRIE			PLEASE SHIP PREPAID AND ADD JMR 7/8/08	
15000	CENTRAL MECHANICAL INC	4001 33RD AVE NW	PO BOX 682	MANDAN	ND	58554	701 663 8552	701 667 1821	DAVE KOCH                                 TE	KEVIN SCHMIDT	KEVIN GUTHRIE		Zip Code is O.K. 07/03 SM                   .316 STLS SLIPS & DRIVES = 1.25% OVER .304$		
15150	CENTRAL SHEET METAL	1225 OGDEN AVENUE		SUPERIOR	WI	54880	715 394 6593	715 394 2163	JIM SISLO	SCOTT				SHIP VIA NORTHWAY  9/98 JM	
15300	CERTIFIED INC.	350 SUNDAY DRIVE		ALTOONA,	WI	54720	715 834 5409	715 834 9039	Mark - Priceduct						
